id,name,date,rev,lat,lng
148,"CHICAS BONITAS",2016-02-01,97162,30.293601,-97.719803
153,"TRES AMIGOS",2016-02-01,13986,30.3239811,-97.6746283
157,"POOR DAVID'S PUB",2016-02-01,11984,32.7681143,-96.7966957
159,"BENIHANA OF TOKYO",2016-02-01,41218,29.7561725,-95.3697628
160,"JAVIER'S RESTAURANT",2016-02-01,312238,32.8279975,-96.7859482
166,"BRADY'S LANDING #21",2016-02-01,18321,29.7254202,-95.2754179
167,"BENIHANA OF TOKYO",2016-02-01,60102,29.7365359,-95.540203
174,"MERINO'S LOUNGE & LA PLAYA RES",2016-02-01,15832,29.7344785,-95.2983556
175,"RED LOBSTER RESTAURANT #198",2016-02-01,22806,29.6645841,-95.1833606
189,"PALM RESTAURANT",2016-02-01,117873,29.7389967,-95.4905009
195,"OJEDA'S CAFE",2016-02-01,89287,32.8128863,-96.8248793
196,"WESTGATE LANES",2016-02-01,60407,30.206784,-97.816438
199,"DAGAR'S CATERING SERVICE",2016-02-01,2715,30.380805,-97.68947
202,"DONN'S DEPOT",2016-02-01,49464,30.2740521,-97.7632971
203,"THE WILD TURKEY",2016-02-01,66584,32.8807108,-96.8947236
209,"CHINA GARDEN",2016-02-01,10762,29.7490465,-95.3631509
210,"AMF WINDFERN BOWL #397",2016-02-01,14855,29.86337,-95.535195
211,"WISH'S CLUB & RESTAURANT",2016-02-01,35026,29.8697643,-95.5463127
213,"NINOS RESTAURANT & BAR INC",2016-02-01,45407,29.7571789,-95.3953694
215,"VERONA RESTAURANT CORP",2016-02-01,1034,29.7207523,-95.5389578
218,"MERIDA RESTAURANT",2016-02-01,4280,29.7582239,-95.3437146
226,"CHEZ LOUNGE",2016-02-01,22643,29.67394,-95.4311025
227,"TASTE OF TEXAS",2016-02-01,189317,29.7828129,-95.5569162
238,"RED LOBSTER RESTAURANT #840",2016-02-01,28243,30.0205293,-95.4333792
240,"VILLAGE COUNTRY CLUB",2016-02-01,16144,32.8594319,-96.7649203
242,JO-JO'S,2016-02-01,6802,29.68808,-95.297801
244,"ROUNDUP SALOON",2016-02-01,268130,32.810641,-96.8103746
246,"EL JARDIN RESTAURANT",2016-02-01,24214,29.7305476,-95.28425
255,"LA COLOMBE D'OR",2016-02-01,21898,29.7416593,-95.3916064
259,"CHRISTIE'S SEAFOOD & STEAKS",2016-02-01,11566,29.7372448,-95.4895866
270,"RED LOBSTER RESTAURANT #314",2016-02-01,32425,30.237561,-97.789513
275,LECHNER'S,2016-02-01,21043,29.7403865,-95.5375389
279,"JUNIOR LEAGUE OF HOUSTON",2016-02-01,26075,29.7487637,-95.4505409
281,"ALLAN WEISS ENTERPRISES",2016-02-01,28293,32.778476,-96.768247
286,"LULING CITY MARKET BAR-B-QUE R",2016-02-01,14693,29.7329359,-95.4571478
288,"RED LOBSTER OF TEXAS INC #884",2016-02-01,19575,32.862805,-96.8965758
291,"BJ SPORTS PUB",2016-02-01,14370,29.675295,-95.541057
294,"RED LOBSTER OF TEXAS INC #864",2016-02-01,23362,29.726345,-95.6448407
307,"DALLASITE CLUB",2016-02-01,41299,32.803491,-96.773425
310,"CEDAR LANDING MARINA",2016-02-01,10377,30.016763,-95.11744
312,"RED LOBSTER OF TEXAS INC 356",2016-02-01,27924,29.543491,-95.137223
313,SUGAR'S,2016-02-01,99136,30.3292954,-97.7106907
317,"TRUDY'S TEXAS STAR CAFE",2016-02-01,114303,30.29573,-97.7410769
322,"ART OF THE SPIRITS INC",2016-02-01,45259,29.7252762,-95.3887669
323,"PREGO PASTA HOUSE",2016-02-01,23974,32.8478428,-96.7697269
333,"CLUB ONYX HOUSTON",2016-02-01,73108,29.7325912,-95.4800565
334,"BORDER GRILL & CANTINA",2016-02-01,4154,29.663255,-95.127543
335,"LA PALAPA BAR",2016-02-01,24433,30.3221916,-97.6931369
336,"LOLA'S DEPOT",2016-02-01,63156,29.7483704,-95.3910045
338,"GIN MILL",2016-02-01,13863,29.6549173,-95.5686944
343,"BACK STREET CAFE",2016-02-01,104995,29.7552973,-95.4086418
345,"CARMELO'S ITALIAN RESTAURANT",2016-02-01,24811,29.7712428,-95.612523
348,"EL AZTECA",2016-02-01,3542,30.2609718,-97.7124758
351,"EL MESON SPANISH MEXICAN RESTA",2016-02-01,30347,29.714812,-95.415996
352,"PAPPAS SEAFOOD HOUSE & OYSTER",2016-02-01,32164,29.7711745,-95.2257563
355,"PAPPAS BROS STEAKHOUSE",2016-02-01,402746,29.7372735,-95.4817011
356,"PAPPADEAUX SEAFOOD KITCHEN",2016-02-01,100834,29.7367156,-95.4885416
361,"LOPEZ MEXICAN RESTAURANT",2016-02-01,89642,29.6534882,-95.5704426
362,"DOUBLE T'S BAR & GRILL",2016-02-01,29012,29.7018622,-95.6504472
365,"MARIO'S ITALIAN RESTAURANT",2016-02-01,14812,29.304274,-94.773166
372,"PAPPASITO'S CANTINA",2016-02-01,80590,29.7311939,-95.5002998
373,"PARAMOUNT THEATRE FOR PERFORMI",2016-02-01,48795,30.2693788,-97.7419454
382,"LUPE TORTILLAS MEXICAN RESTAUR",2016-02-01,99016,29.782813,-95.643062
383,"CELEBRATION INC",2016-02-01,31632,32.851526,-96.833335
387,"PALM RESTAURANT",2016-02-01,72833,32.7818403,-96.8066307
396,"TONY MANDOLA'S",2016-02-01,100468,29.755876,-95.3984784
398,"CHILI'S HAMBURGER GRILL & BAR",2016-02-01,30257,29.614237,-95.2127633
404,"THE WAREHOUSE SALOON & BILLARD",2016-02-01,100957,30.2183747,-97.7577921
406,"BABA YEGA",2016-02-01,41592,29.7462362,-95.390185
411,"CHILI'S HAMBURGER GRILL & BAR",2016-02-01,37660,30.2361941,-97.7926779
414,MANUEL'S,2016-02-01,56140,30.2658198,-97.7439772
416,"PAPPAS SEAFOOD HOUSE & OYSTER",2016-02-01,91768,29.9296088,-95.4129379
418,"MOLLY'S PUB",2016-02-01,39339,29.7368377,-95.573273
420,"AMF WILLOW BOWL #394",2016-02-01,25238,29.972388,-95.5609127
433,"KOREA GARDEN RESTAURANT",2016-02-01,7489,29.7966912,-95.5258214
437,"BROKEN SPOKE",2016-02-01,59587,30.2408851,-97.7851894
438,"CAVATORE ITALIAN RESTAURANT",2016-02-01,32815,29.8050732,-95.4287959
441,"CHILI'S GRILL & BAR",2016-02-01,30020,29.7289519,-95.42903
443,"BLUE GOOSE CANTINA",2016-02-01,71936,32.8236762,-96.7704022
446,"CHILI'S GRILL & BAR",2016-02-01,31434,29.9151218,-95.6159982
448,"CHILI'S GRILL & BAR",2016-02-01,25982,30.3734539,-97.7283452
449,"ARAMARK EDUCATIONAL SERVICES O",2016-02-01,8863,29.7238713,-95.3476228
451,"MAGGIE MAE'S - A BRITISH PUB I",2016-02-01,209480,30.2669605,-97.7397499
456,"BUON APPETITO",2016-02-01,2830,29.705898,-95.410797
474,"CEDAR LOUNGE",2016-02-01,39766,29.867494,-95.386312
477,"DALLAS TOWER CLUB INC",2016-02-01,40285,32.7819574,-96.798096
479,"PAPPASITO'S CANTINA 2",2016-02-01,154581,29.9888266,-95.4231303
480,"BLYTHE SPIRITS",2016-02-01,53204,29.7535945,-95.388358
487,TERILLIS,2016-02-01,117257,32.8230824,-96.7704643
490,"GREAT HILLS COUNTRY CLUB",2016-02-01,22883,30.4025095,-97.7672696
493,"SPAGHETTI WAREHOUSE LICENSE IN",2016-02-01,24565,29.764378,-95.3600699
496,"THE SPAGHETTI WAREHOUSE",2016-02-01,16694,32.782653,-96.8075829
497,"TC'S BAR",2016-02-01,80373,29.7478922,-95.3902903
499,"CASA OLE RESTAURANT (#28)",2016-02-01,6285,29.6178898,-95.2191485
501,COLONEL,2016-02-01,4731,29.2723677,-94.8508843
502,"HYDE PARK BAR & GRILL",2016-02-01,35953,30.304208,-97.726725
503,"NIPPON RESTAURANT",2016-02-01,16406,29.7326988,-95.3914014
504,"GOODE COMPANY HAMBURGER",2016-02-01,23218,29.7282884,-95.4190304
508,"VINCENT'S ITALIAN SANDWICH BAR",2016-02-01,39195,29.7572264,-95.3950101
509,"ZANZIBAR HOUSTON",2016-02-01,8010,29.7368863,-95.5231653
514,"I-37 INC",2016-02-01,36119,29.657427,-95.2564766
520,"CHILI'S GRILL & BAR",2016-02-01,31718,29.739545,-95.462716
521,PLAYMATES,2016-02-01,60600,29.6749394,-95.5421399
531,"EL MERCADO MARKET & RESTAURANT",2016-02-01,45884,30.2513269,-97.754543
532,"DALLAS REGENCY CORPORATION",2016-02-01,478172,32.7759072,-96.8095027
533,"RON'S PUB",2016-02-01,116148,29.748609,-95.4864737
535,"T K BITTERMAN'S",2016-02-01,23053,29.7387933,-95.4086238
546,"THE GRAND BILLIARDS",2016-02-01,69961,30.3064496,-97.7147867
548,EGO'S,2016-02-01,56591,30.2563565,-97.747707
553,"LA HACIENDA",2016-02-01,19323,29.7705412,-95.611425
559,"MOLLY MAGUIRE'S",2016-02-01,27232,30.009189,-95.466077
562,"CIRO'S ITALIAN GRILL",2016-02-01,75654,29.7833444,-95.533797
564,"EL GALLO RESTAURANT",2016-02-01,15747,30.233233,-97.758653
569,CARRABBA'S,2016-02-01,203820,29.7367144,-95.418308
571,"SAN JACINTO BEVERAGE CORPORATI",2016-02-01,319535,30.2624607,-97.7429043
573,"PAPPAS SEAFOOD HOUSE & OYSTER",2016-02-01,80891,29.5365178,-95.1368874
574,"THE OLIVE GARDEN #44",2016-02-01,22619,30.3839881,-97.7239396
576,"CHINA-TOWN MIDTOWN CHINESE RES",2016-02-01,53522,30.3566033,-97.747443
577,"GRAND 1894 OPERA HOUSE",2016-02-01,12206,29.3055302,-94.7906498
578,"TEH OLIVE GARDEN #46",2016-02-01,28619,30.2371223,-97.7923123
579,"MIYAKO II",2016-02-01,29416,29.73223,-95.4193774
582,"THE OLIVE GARDEN ITALIAN RESTA",2016-02-01,28501,29.786215,-95.5357307
585,"GOODE COMPANY TEXAS SEAFOOD",2016-02-01,95095,29.728296,-95.420229
590,"OLIVE GARDEN OF TEXAS INC #104",2016-02-01,18295,29.8162691,-95.4639984
591,"RICHMOND ARMS",2016-02-01,98839,29.7318417,-95.4832741
592,NUMBERS,2016-02-01,69102,29.7447461,-95.3849427
605,"IRON CACTUS",2016-02-01,187226,30.2674662,-97.7393932
608,"FAJITA FLATS",2016-02-01,22473,29.7340613,-95.5202083
610,"KERBEY LANE CAFE",2016-02-01,9742,30.3080343,-97.7505095
611,"DUKE'S TAVERN",2016-02-01,42907,29.7667272,-95.7522655
619,"TEQUILA PATIO",2016-02-01,3806,30.0502559,-95.3884416
626,"THE ORIGINAL EL GALLO MEX REST",2016-02-01,6754,29.9556352,-95.5850333
632,"HOUSTON'S RESTAURANT",2016-02-01,147946,29.7386099,-95.4840136
634,"MENCIUS GOURMET HUNAN RESTAURA",2016-02-01,8828,30.0495921,-95.2342423
636,"MONTROSE MINING CO",2016-02-01,25530,29.746518,-95.3903464
638,"THE ORIGINAL EL GALLO MEX REST",2016-02-01,10168,29.8119536,-95.5448027
639,GATORS,2016-02-01,81418,32.7820562,-96.8066628
641,"THE OLIVE GARDEN #74",2016-02-01,28902,29.6916472,-95.4149651
642,"CAFE CHINO",2016-02-01,5319,29.7292489,-95.4313345
643,"THE CONTINENTAL CLUB",2016-02-01,119698,30.2505073,-97.7490768
644,"TRUDY'S NORTH STAR",2016-02-01,177224,30.3712288,-97.7280249
646,"LIZZARD'S PUB",2016-02-01,45048,29.7410321,-95.4225253
647,"OLD WARSAW RESTAURANT",2016-02-01,12356,32.7957158,-96.8043647
649,"HOUSTON'S RESTAURANT",2016-02-01,173805,29.7289319,-95.419048
650,PREGO,2016-02-01,69168,29.7158751,-95.4169439
651,CLICKS,2016-02-01,61656,30.2299127,-97.7326495
654,"CABANA BEVERAGE INC",2016-02-01,1657,29.9018298,-95.5498509
658,"TACO CABANA",2016-02-01,4738,29.2707633,-94.8290929
660,"JR'S BAR & GRILL / HOUSTON",2016-02-01,173975,29.746934,-95.38996
661,"LA BARE",2016-02-01,26831,29.732392,-95.492817
666,"KERBEY LANE CAFE-NORTHWEST",2016-02-01,16308,30.4491476,-97.7877579
670,"CABANA BEVERAGES, INC.",2016-02-01,3246,29.7286889,-95.5210752
671,"TACO CABANA BEVERAGES INC",2016-02-01,3197,29.7318385,-95.4182577
675,"CABANA BEVERAGES, INC.",2016-02-01,5352,29.7362558,-95.5700446
677,EXPOSE',2016-02-01,122601,30.227347,-97.76106
678,"MAMACITAS MEXICAN RESTAURANT &",2016-02-01,51495,29.914606,-95.61705
679,"FUGATE CLUB INC",2016-02-01,20926,29.6633111,-95.1732511
684,"CARRABBA'S RESTAURANT",2016-02-01,157430,29.7538351,-95.5005311
685,"SOUTH BEACH",2016-02-01,33789,29.747055,-95.390578
688,"TACO CABANA",2016-02-01,3042,29.543838,-95.134567
689,OVATIONS,2016-02-01,2682,29.7166757,-95.4172082
694,"FUGATE CLUB INC",2016-02-01,25461,29.611954,-95.2349482
700,"MOLINA'S MEXICAN RESTAURANT",2016-02-01,54435,29.7367421,-95.5066121
701,"WARREN'S INN",2016-02-01,42637,29.7623772,-95.3616572
702,"GUERO'S RESTAURANT",2016-02-01,199246,30.2491219,-97.7501738
712,"BELLA BEVERAGE CORPORATION",2016-02-01,10924,29.709903,-95.403276
714,"RAINBOW LODGE RESTAURANT",2016-02-01,78091,29.8047601,-95.4293322
717,"THE MINING COMPANY",2016-02-01,96246,32.8104291,-96.8105258
718,"TACO CABANA",2016-02-01,3847,32.8130201,-96.7705673
719,"JUMP'S BAR & GRILL",2016-02-01,67181,29.7216404,-95.6186768
720,"TACO CABANA",2016-02-01,7311,29.6925013,-95.4153941
722,"CHILI'S GRILL & BAR",2016-02-01,27078,29.5301347,-95.1308874
733,ENCHILADA'S,2016-02-01,41469,32.8746816,-96.7618633
734,"THE COUNTY LINE ON THE LAKE IN",2016-02-01,47143,30.3571291,-97.7856735
735,"THE COUNTY LINE ON THE HILL IN",2016-02-01,32354,30.2977438,-97.8358356
736,"ONE NOSTALGIA PLACE",2016-02-01,40464,32.8635927,-96.7445975
737,SKEETER'S,2016-02-01,8419,29.7221068,-95.4409264
741,"SHANGHAI RIVER RESTAURANT",2016-02-01,8167,29.7418377,-95.4166839
742,"STATION 4",2016-02-01,163635,32.8105174,-96.8111383
743,"DON-KEY MEXICAN FOOD",2016-02-01,88186,29.6651433,-95.166478
745,"SUE ELLEN'S",2016-02-01,79929,32.8106421,-96.8114048
747,"CHEZ ZEE CAFE & DESSERT BAKERY",2016-02-01,65521,30.3366335,-97.7579995
751,"EL PALENQUE MEXICAN RESTAURANT",2016-02-01,37867,29.9986704,-95.581486
752,"THE OLIVE GARDEN #1166",2016-02-01,34432,29.9642843,-95.5422263
755,"VICTOR'S CASA GARCIA MEXICAN C",2016-02-01,14328,29.7942245,-95.7195779
756,"MICHELANGELO'S RESTAURANT",2016-02-01,10550,29.7443689,-95.384966
760,"TIME OUT TAVERN",2016-02-01,28723,32.8515022,-96.8239187
761,"MOLLY MALONE'S PUB",2016-02-01,39111,30.0164231,-95.5321437
769,"LA JAIVITA",2016-02-01,13474,32.8247451,-96.854107
770,"R WES INC",2016-02-01,1240,29.9644013,-95.5419765
771,"THE GOOD FORTUNE CLUB",2016-02-01,30064,30.116014,-95.4394601
773,"J R'S BAR",2016-02-01,216612,32.8107516,-96.8109246
779,"THE WOODLANDS RESORT AND CONFE",2016-02-01,290059,30.1434989,-95.4743296
784,"TEXAS STUDENT UNION",2016-02-01,21687,30.2864451,-97.7416249
785,"EL PRINCIPE AZUL",2016-02-01,27188,29.7114687,-95.4934306
788,"THE HOP",2016-02-01,42900,29.53769,-95.118512
794,"SPOTLIGHT KARAOKE",2016-02-01,28362,29.7368681,-95.4850068
795,DREAMS,2016-02-01,32352,32.874604,-96.763306
796,ADELMO'S,2016-02-01,18333,32.822984,-96.7892985
797,"SHAKESPEARE PUB",2016-02-01,39480,29.7694493,-95.5926942
799,"JIMMY G'S CAJUN SEAFOOD RESTAU",2016-02-01,49971,29.9683035,-95.3793298
800,"BABY ACAPULCO RESTAURANT",2016-02-01,71947,30.2631183,-97.7623249
801,"PARMER LANE TAVERN",2016-02-01,58204,30.4161597,-97.6977469
805,"BARNEY'S BILLIARD SALOON NO 12",2016-02-01,16631,29.9352947,-95.5810117
809,"GALVESTON ARTILLERY CORP",2016-02-01,6928,29.291795,-94.799725
812,"BILLY RAY'S",2016-02-01,33568,29.816654,-95.140354
822,"19TH HOLE GRILL & BAR",2016-02-01,32522,30.1261952,-95.4672962
823,"MIDTOWN LIVE SPORTS CAFE",2016-02-01,64484,30.3298096,-97.6906166
825,"THE SAXON PUB",2016-02-01,68329,30.2535577,-97.7635447
826,"ANGRY DOG",2016-02-01,57734,32.7829205,-96.783557
827,CARRINGTON'S,2016-02-01,93904,29.6799051,-95.4243302
830,CENTERFOLDS,2016-02-01,162990,29.7322494,-95.4895618
833,"MONTEREY'S TEXMEX CAFE (#562)",2016-02-01,13421,29.9509867,-95.4110299
836,"MONTEREY'S LITTLE MEXICO #513",2016-02-01,7157,29.8289871,-95.3823637
843,"COHEN HOUSE FACULTY CLUB",2016-02-01,361,29.7183467,-95.4306141
844,"CATERING BY ROSEMARY INC",2016-02-01,49034,30.2839887,-97.7343025
850,"AUSSIE'S BAR & GRILL",2016-02-01,37561,30.2589898,-97.7482313
856,"BARNEY'S BILLIARD SALOON #3",2016-02-01,36157,29.8005874,-95.4482664
860,"O'MALLEY'S STAGE DOOR PUB",2016-02-01,34640,29.3053868,-94.7909319
862,"PUB PEGASUS",2016-02-01,24188,32.8176313,-96.794534
863,"FOXXY'S CABERET",2016-02-01,46772,29.6574856,-95.4644478
864,"MOODY GARDENS HOTEL GIFT SHOP",2016-02-01,213215,29.2729621,-94.8505854
869,"ELEPHANT ROOM",2016-02-01,70611,30.2656188,-97.7435003
876,"OUTBACK STEAKHOUSE",2016-02-01,25491,29.5456214,-95.1322122
880,"MONUMENT INN RESTAURANT",2016-02-01,39460,29.7611583,-95.0805202
889,"BIMBO'S BEER & BAR-B-Q",2016-02-01,47088,30.010604,-95.585225
890,"ESTHER'S FOLLIES/VELVEETA ROOM",2016-02-01,34329,30.26629,-97.737503
891,"GRAND PRIZE",2016-02-01,78087,29.730376,-95.391648
896,"CAIN & ABEL'S",2016-02-01,77238,30.2877516,-97.7444997
898,"THE OLIVE GARDEN OF TEXAS 1259",2016-02-01,27287,29.615698,-95.214253
901,"LA MEXICANA RESTAURANT",2016-02-01,33015,29.748361,-95.391705
902,"BLACK LABRADOR PUB",2016-02-01,45613,29.7357453,-95.3915978
904,"REGENCY BEVERAGE COMPANY",2016-02-01,240173,30.2604892,-97.7466704
910,"TACO CABANA",2016-02-01,4466,29.7043743,-95.5148206
911,MAMACITAS,2016-02-01,68608,29.541453,-95.113974
912,DESPERADOS,2016-02-01,34577,32.846315,-96.769575
914,"MIRAGE CABARET",2016-02-01,6420,29.8172736,-95.4462188
915,"THE HIDEAWAY ON DUNVALE",2016-02-01,81488,29.730133,-95.514334
917,VICE,2016-02-01,17421,30.267576,-97.740077
920,"TEPPAY CORPORATION",2016-02-01,7458,29.7387139,-95.5000638
924,"SC BEVERAGE COMPANY",2016-02-01,44902,30.2146208,-97.7505547
926,"THE OLIVE GARDEN OF TEXAS 1285",2016-02-01,30298,29.685505,-95.5335146
928,"TACO CABANA",2016-02-01,1513,30.2818909,-97.7435753
929,"COMMONS CAFE AT PRC",2016-02-01,1546,30.387302,-97.726589
931,"EL MERCADO RESTAURANT NORTH",2016-02-01,28041,30.3502592,-97.7351338
932,"OUTBACK STEAKHOUSE",2016-02-01,43735,29.7362958,-95.5499819
934,"CHRISTIES SPORTS BAR",2016-02-01,88165,32.7994343,-96.8012766
935,"WESTBURY COZY CORNER",2016-02-01,31726,29.6542029,-95.4815049
938,"FAUD'S RESTAURANT",2016-02-01,56363,29.7389967,-95.4905009
940,"SWIFT + COMPANY",2016-02-01,8672,29.7382391,-95.4124186
942,"TRULUCK'S STEAK & STONE CRAB",2016-02-01,280800,29.7372826,-95.4862606
944,"BALCONY CLUB",2016-02-01,50315,32.811986,-96.75324
945,"LIZARD LOUNGE",2016-02-01,84651,32.7848368,-96.7902291
947,"TACO CABANA",2016-02-01,3610,29.6541706,-95.2533291
950,"TACO CABANA",2016-02-01,5262,29.8131931,-95.4103448
953,"TREE HOUSE",2016-02-01,29947,29.5451567,-95.1085995
955,"SHADY GROVE",2016-02-01,87063,30.2627991,-97.7620195
958,"CABANA BEVERAGES INC",2016-02-01,2030,29.9914563,-95.5764359
964,"TACO CABANA #172",2016-02-01,7044,29.6702064,-95.4625251
965,"THE HAPPY GO LUCKY CLUB",2016-02-01,4381,29.7052989,-95.3078463
974,"TACO CABANA",2016-02-01,1251,30.3689595,-97.727948
979,"HUNTER'S PUB",2016-02-01,54221,29.6663157,-95.4627819
980,"CHEDDERS CASUAL CAFE",2016-02-01,32553,30.2190832,-97.8426246
986,"THE BRICK/JOE'S",2016-02-01,73149,32.8110135,-96.8191184
990,"IRISH PUB-KENNEALLY'S",2016-02-01,51350,29.746493,-95.4103499
992,"THE HIDDEN DOOR",2016-02-01,96654,32.8246305,-96.8188594
998,MATTITO'S,2016-02-01,57365,32.799441,-96.805849
1001,"CASA OLE RESTAURANT (#4)",2016-02-01,5899,29.7711222,-95.2151738
1002,"A STEP-UP",2016-02-01,30318,32.8797655,-96.8553377
1003,"SC BEVERAGE COMPANY",2016-02-01,80835,29.7859549,-95.6188395
1011,"TACO CABANA",2016-02-01,1457,30.4458588,-97.7900993
1014,NASTY'S,2016-02-01,17620,30.3018801,-97.7393619
1017,"CABANA BEVERAGES INC",2016-02-01,3957,29.675603,-95.5870593
1030,"FIREPLACE LOUNGE",2016-02-01,22629,32.7927127,-96.7408575
1037,"CABANA BEVERAGES",2016-02-01,873,30.4039993,-97.8582716
1038,"NEW WEST",2016-02-01,170804,32.8548832,-96.7483599
1044,"ENCHILADAS RESTAURANT & CATERI",2016-02-01,9558,32.7808554,-96.8008854
1049,"'BOUT TIME II",2016-02-01,148471,30.327771,-97.7042139
1053,"ADAIR'S SALOON INCORPORATED",2016-02-01,59190,32.7826034,-96.7850885
1055,"MOLLY'S PUB",2016-02-01,67628,29.5564357,-95.123172
1059,"DARYL'S WEST END/DALLAS WORLD",2016-02-01,29232,32.7834118,-96.8052247
1071,"CABANA BEVERAGES, INC.",2016-02-01,2396,29.7734533,-95.3990045
1078,CHAYNS,2016-02-01,27916,29.99352,-95.489212
1081,"BIG JOHN'S ICE HOUSE",2016-02-01,48805,29.7544452,-95.6081022
1083,"TACO CABANA",2016-02-01,2147,30.230606,-97.7914967
1084,"TACO CABANA",2016-02-01,2175,30.358677,-97.715641
1087,"CAMPUS BEVERAGE INC",2016-02-01,372564,29.7690712,-95.4607201
1089,"CAPS PIANO BAR",2016-02-01,22738,29.73896,-95.4916512
1090,"TEXAS BAR & GRILL",2016-02-01,60828,30.3784702,-97.7363998
1096,"PERLA'S SEAFOOD & OYSTER BAR",2016-02-01,232160,30.2497657,-97.7501222
1098,"BAYOU LOUNGE",2016-02-01,12001,30.267029,-97.7379969
1105,"BARNEY'S BILLIARD SALOON #5",2016-02-01,30930,29.9992761,-95.4803132
1109,"HAPPY BUDDHA",2016-02-01,5347,29.267963,-94.827653
1110,"OLD PECAN STREET CAFE",2016-02-01,4944,30.2665926,-97.7397166
1113,"OK CORRAL",2016-02-01,101865,30.2264132,-97.770066
1115,"R & R SPORTS BAR & GRILL",2016-02-01,39970,29.795403,-95.688071
1122,"BLUTO'S BAR",2016-02-01,29117,29.728965,-95.5219537
1126,"CABANA BEVERAGES INC",2016-02-01,2684,29.6129325,-95.2194416
1130,"BUGATTI'S ON BACHMON CREEK",2016-02-01,36687,32.8615762,-96.8528625
1131,"LA REVOLUCION SPORTS BAR",2016-02-01,36885,29.717165,-95.283046
1138,"OUTBACK STEAKHOUSE",2016-02-01,22907,29.7842308,-95.7272158
1144,"CHILI'S GRILL & BAR",2016-02-01,36020,29.9639235,-95.5429829
1150,"CHEERS SHOT BAR",2016-02-01,117623,30.2671899,-97.7385631
1152,"TENISON PARK GOLF COURSE",2016-02-01,13700,32.795644,-96.736829
1155,"HULA HUT",2016-02-01,132530,30.2954573,-97.7837484
1157,"SLICK WILLIE'S FAMILY POOL HAL",2016-02-01,46916,29.744851,-95.39353
1159,"CLEMENTINE'S EATING PARLOR",2016-02-01,13087,29.9717387,-95.5277915
1160,"SEOUL GARDEN",2016-02-01,6247,29.7975998,-95.5251359
1163,KRISPIN,2016-02-01,6061,32.780541,-96.7801889
1164,"CABANA BEVERAGES, INC.",2016-02-01,2576,29.7837658,-95.5844164
1168,BOOMERZ,2016-02-01,48281,30.2363167,-97.8560344
1172,"TONY'S TAVERN & SPORTS BAR",2016-02-01,59348,29.9586658,-95.5858312
1173,"CHILI'S GRILL & BAR",2016-02-01,26467,30.4674735,-97.8038279
1176,"CHAMPION GOLF CLUB, INC.",2016-02-01,42242,29.9804559,-95.5304584
1179,MASSA'S,2016-02-01,28769,29.7578776,-95.3696174
1183,"CABANA BEVERAGES INC",2016-02-01,3265,29.851881,-95.509254
1186,"PAPPASITO'S CANTINA",2016-02-01,123284,29.9683815,-95.5354058
1188,"CABANA BEVERAGES, INC.",2016-02-01,3426,32.8724595,-96.7644226
1194,"AUSTIN LAND AND CATTLE COMPANY",2016-02-01,62970,30.2775569,-97.7508295
1196,"CABANA BEVERAGES, INC.",2016-02-01,4008,32.8133338,-96.8077751
